user_id,regist_date,name,gender,province,city
10682,2019-12-20,Jindra Sihotang,male,Banten,Kota Tangerang
20762,2019-12-20,Iriana Suryatmi S.Pd,female,Jawa Timur,Surabaya
20152,2019-12-20,Agnes Purwanti,female,DKI Jakarta,Jakarta Barat
20792,2019-12-20,Rahmi Farida,female,DKI Jakarta,Jakarta Barat
20844,2019-12-20,Maya Prastuti M.Farm,female,Banten,Kota Tangerang
20944,2019-12-20,Ina Mayasari,female,DKI Jakarta,Jakarta Selatan
20791,2019-12-20,Wirda Nurul Fujiati,female,Banten,Tangerang Selatan
10662,2019-12-21,Marsito Najmudin,male,Jawa Tengah,Semarang
10595,2019-12-21,Panji Pradipta,male,DKI Jakarta,Jakarta Utara
10522,2019-12-21,Nasab Dabukke,male,DKI Jakarta,Jakarta Selatan
10551,2019-12-21,Galang Catur Widodo S.IP,male,DKI Jakarta,Jakarta Selatan
20646,2019-12-21,Cinta Chelsea Yolanda S.Gz,female,Jawa Barat,Kota Depok
20907,2019-12-21,Eli Cinta Mardhiyah S.Pt,female,DKI Jakarta,Jakarta Timur
20268,2019-12-21,Yance Nurdiyanti,female,DKI Jakarta,Central Jakarta
20851,2019-12-22,Widya Haryanti M.M.,female,Jawa Barat,Kota Depok
20854,2019-12-22,Suci Winarsih,female,Jawa Barat,Kota Depok
20866,2019-12-22,Keisha Salwa Safitri S.Sos,female,Jawa Barat,Kota Bekasi
20367,2019-12-22,Wulan Humaira Yulianti S.I.Kom,female,DKI Jakarta,Jakarta Barat
20957,2019-12-22,Dewi Prastuti,female,DKI Jakarta,Jakarta Barat
20578,2019-12-22,Najwa Faizah Pratiwi,female,Banten,Tangerang Selatan
10689,2019-12-23,Chandra Hakim M.Ak,male,Jawa Barat,Kota Bogor
10334,2019-12-23,Ganda Mustika Budiman M.Ak,male,DKI Jakarta,Jakarta Pusat
10445,2019-12-23,Daryani Ega Mangunsong,male,Banten,Kota Tangerang
10247,2019-12-23,Baktiono Kenzie Uwais,male,Banten,Tangerang Selatan
20284,2019-12-23,Zelaya Farida S.Ked,female,Jawa Tengah,Semarang
20543,2019-12-23,Syahrini Dalima Sudiati M.TI.,female,Jawa Timur,surabaya
20892,2019-12-23,Restu Zulaika,female,Jawa Barat,Kota Depok
20581,2019-12-23,Hasna Prastuti,female,DKI Jakarta,Jakarta Barat
20016,2019-12-23,Mala Puspasari M.Farm,female,DKI Jakarta,Jakarta Pusat
20700,2019-12-23,Hamima Maida Padmasari,female,DKI Jakarta,Jakarta Pusat
20963,2019-12-23,Ilsa Laksita S.T.,female,DKI Jakarta,Jakarta Timur
10668,2019-12-24,Karna Pradana,male,Jawa Tengah,Semarang
10567,2019-12-24,Darimin Thamrin,male,Jawa Barat,Kota Bogor
10459,2019-12-24,Yahya Aditya Santoso S.Ked,male,DKI Jakarta,Jakarta Timur
10404,2019-12-24,Simon Galiono Widodo,male,Banten,Kota Tangerang
10535,2019-12-24,Prakosa Ramadan,male,DKI Jakarta,Jakarta Selatan
20592,2019-12-24,Tari Kasiyah Hartati S.Gz,female,Jawa Tengah,Semarang
20598,2019-12-24,Amelia Lala Utami S.Gz,female,Jawa Tengah,Semarang
20895,2019-12-24,Vanesa Mulyani S.Kom,female,Jawa Tengah,Semarang
20902,2019-12-24,Bella Julia Namaga,female,Jawa Tengah,Semarang
20939,2019-12-24,Talia Suartini,female,Jawa Tengah,Semarang
20881,2019-12-24,Widya Permata,female,Jawa Barat,Kota Bogor
20985,2019-12-24,Padmi Putri Mulyani S.Psi,female,Jawa Barat,Kota Bogor
20861,2019-12-24,Kiandra Rahmawati M.Farm,female,Jawa Barat,Kota Bekasi
20994,2019-12-24,Lili Mayasari,female,DKI Jakarta,Jakarta Barat
20941,2019-12-24,Vanya Wastuti,female,Banten,Kota Tangerang
20952,2019-12-24,Uli Rahimah,female,Banten,Tangerang Selatan
10636,2019-12-25,Edi Marbun,male,Jawa Barat,Bandung
10665,2019-12-25,Prabowo Adiarja Mandala S.Sos,male,Jawa Barat,Bandung
10385,2019-12-25,Balamantri Gandi Hakim,male,Jawa Barat,Kota Bogor
10274,2019-12-25,Wisnu Firmansyah,male,Jawa Barat,Kota Bekasi
10388,2019-12-25,Okto Jamal Suryono S.Psi,male,DKI Jakarta,Jakarta Barat
20876,2019-12-25,Kamaria Hassanah,female,Jawa Barat,Kota Bogor
20554,2019-12-25,Laila Hartati,female,Jawa Barat,Kota Bekasi
20126,2019-12-25,Jane Sudiati,female,DKI Jakarta,Jakarta Barat
20874,2019-12-25,Belinda Dinda Aryani,female,DKI Jakarta,Jakarta Timur
20728,2019-12-25,Iriana Kusmawati,female,DKI Jakarta,Jakarta Utara
20879,2019-12-25,Nadine Hasna Usamah M.M.,female,Banten,Tangerang Selatan
10428,2019-12-26,Setya Budiyanto,male,Jawa Timur,Surabaya
10139,2019-12-26,Gada Januar,male,Jawa Barat,Kota Depok
10484,2019-12-26,Hasan Hutagalung,male,Jawa Barat,Kota Depok
10593,2019-12-26,Vino Arsipatra Mansur,male,DKI Jakarta,Jakarta Timur
10619,2019-12-26,Muni Mangunsong,male,DKI Jakarta,South Jakarta
10633,2019-12-26,Edward Maryadi S.Ked,male,DKI Jakarta,Central Jakarta
20416,2019-12-26,Clara Sari Farida,female,Jawa Barat,Bandung
20847,2019-12-26,Icha Fathonah Kusmawati M.TI.,female,Jawa Barat,Bandung
20620,2019-12-26,Patricia Hariyah,female,Jawa Tengah,Semarang
20922,2019-12-26,Titin Nova Yuliarti S.Pt,female,Jawa Timur,Surabaya
20857,2019-12-26,Yuliana Tira Novitasari S.Pd,female,DKI Jakarta,Jakarta Pusat
20806,2019-12-26,Puji Susanti,female,DKI Jakarta,Jakarta Timur
20969,2019-12-26,Ifa Alika Purnawati S.H.,female,DKI Jakarta,Central Jakarta
10620,2019-12-27,Gandi Januar S.Sos,male,Jawa Barat,Kota Bekasi
20146,2019-12-27,Raina Yessi Handayani S.Gz,female,Jawa Barat,Bandung
20901,2019-12-27,Zulfa Susanti,female,Jawa Timur,Surabaya
20946,2019-12-27,Jasmin Fujiati S.Pt,female,Jawa Barat,Kota Bogor
20951,2019-12-27,Dian Mayasari,female,DKI Jakarta,Jakarta Barat
20189,2019-12-27,Kania Citra Wijayanti,female,DKI Jakarta,Jakarta Utara
20588,2019-12-27,Calista Mardhiyah S.Pt,female,Banten,Kota Tangerang
10655,2019-12-28,Irsad Upik Sitorus,male,Jawa Tengah,Semarang
10571,2019-12-28,Cemani Sitorus M.Ak,male,Jawa Timur,surabaya
10379,2019-12-28,Oman Emas Permadi S.Kom,male,Jawa Barat,Kota Depok
10144,2019-12-28,Jaswadi Mahmud Wibisono,male,DKI Jakarta,Central Jakarta
10511,2019-12-28,Gandewa Sihombing,male,Banten,Tangerang Selatan
20897,2019-12-28,Malika Nasyiah M.Ak,female,Jawa Barat,Bandung
20261,2019-12-28,Diah Namaga,female,DKI Jakarta,Jakarta Barat
20743,2019-12-28,Aisyah Usada S.Sos,female,DKI Jakarta,Jakarta Pusat
20858,2019-12-28,Julia Hartati,female,DKI Jakarta,South Jakarta
10255,2019-12-29,Adhiarja Habibi,male,Jawa Tengah,Semarang
10137,2019-12-29,Kala Pranowo M.TI.,male,DKI Jakarta,Jakarta Barat
10546,2019-12-29,Luwar Catur Prakasa S.I.Kom,male,DKI Jakarta,Jakarta Utara
10572,2019-12-29,Tasnim Galak Napitupulu,male,DKI Jakarta,Jakarta Selatan
10618,2019-12-29,Jati Pratama,male,DKI Jakarta,Jakarta Selatan
20886,2019-12-29,Zahra Cornelia Usada M.Pd,female,Jawa Barat,Kota Depok
20557,2019-12-29,Agnes Iriana Wahyuni,female,DKI Jakarta,Jakarta Utara
20747,2019-12-29,Puspa Vera Rahimah,female,DKI Jakarta,Jakarta Utara
20384,2019-12-29,Hilda Andriani,female,DKI Jakarta,South Jakarta
20347,2019-12-29,Usyi Kusmawati,female,Banten,Kota Tangerang
20943,2019-12-29,Shania Yuniar,female,Banten,Kota Tangerang
20982,2019-12-29,Zizi Permata S.E.I,female,DKI Jakarta,Jakarta Selatan
10598,2019-12-30,Harimurti Cahya Hardiansyah,male,Jawa Tengah,Semarang
10678,2019-12-30,Purwadi Pradipta,male,Jawa Barat,Kota Bogor
10589,2019-12-30,Gatot Kusumo S.Pt,male,DKI Jakarta,Jakarta Timur
10627,2019-12-30,Raharja Ihsan Uwais,male,DKI Jakarta,Jakarta Selatan
20968,2019-12-30,Ciaobella Susanti,female,Jawa Tengah,Semarang
20572,2019-12-30,Lintang Uyainah S.H.,female,Jawa Barat,Kota Bekasi
20410,2019-12-30,Raisa Sudiati,female,DKI Jakarta,Jakarta Pusat
20885,2019-12-30,Syahrini Pertiwi S.Pt,female,DKI Jakarta,Jakarta Pusat
20711,2019-12-30,Humaira Puspasari,female,DKI Jakarta,Jakarta Timur
20937,2019-12-30,Eva Puspita,female,DKI Jakarta,Jakarta Timur
20373,2019-12-30,Winda Unjani Mandasari,female,DKI Jakarta,Jakarta Utara
20375,2019-12-30,Azalea Bella Laksita,female,DKI Jakarta,Central Jakarta
20925,2019-12-30,Maria Ida Purwanti,female,DKI Jakarta,Jakarta Selatan
20871,2019-12-30,Restu Permata S.Ked,female,Banten,Tangerang Selatan
10663,2019-12-31,Jono Hardiansyah S.E.I,male,Jawa Tengah,Semarang
10520,2019-12-31,Ganjaran Nugroho S.I.Kom,male,Jawa Barat,Kota Bogor
10524,2019-12-31,Rosman Hidayanto,male,DKI Jakarta,South Jakarta
10531,2019-12-31,Pardi Nashiruddin,male,DKI Jakarta,South Jakarta
20162,2019-12-31,Icha Rahmawati S.Pd,female,Jawa Timur,surabaya
20481,2019-12-31,Gawati Talia Hartati,female,Jawa Barat,Kota Bogor
20896,2019-12-31,Qori Nuraini,female,Jawa Barat,Kota Bogor
20327,2019-12-31,Raina Nuraini,female,Jawa Barat,Kota Depok
20926,2019-12-31,Ayu Maryati,female,Jawa Barat,Kota Depok
20159,2019-12-31,Dinda Ana Mulyani,female,Jawa Barat,Kota Bekasi
20888,2019-12-31,Salimah Agustina,female,Jawa Barat,Kota Bekasi
20933,2019-12-31,Gilda Samiah Nuraini,female,DKI Jakarta,Jakarta Barat
20949,2019-12-31,Raina Raina Mandasari S.E.,female,DKI Jakarta,Jakarta Barat
20703,2019-12-31,Tina Ifa Hassanah,female,DKI Jakarta,Jakarta Pusat
20911,2019-12-31,Rika Oktaviani,female,DKI Jakarta,Jakarta Timur
20590,2019-12-31,Rina Restu Wastuti S.E.I,female,DKI Jakarta,South Jakarta
20309,2019-12-31,Ratna Mayasari,female,DKI Jakarta,Jakarta Selatan
10421,2020-01-01,Aslijan Banawi Budiman S.E.,male,Jawa Timur,surabaya
10492,2020-01-01,Najib Harjaya Permadi,male,Jawa Barat,Kota Bogor
10616,2020-01-01,Adhiarja Damar Wacana,male,Jawa Barat,Kota Bekasi
10568,2020-01-01,Tugiman Gangsa Sirait,male,DKI Jakarta,Jakarta Utara
10671,2020-01-01,Gangsa Lurhur Gunawan M.M.,male,DKI Jakarta,South Jakarta
10660,2020-01-01,Tri Thamrin S.Pd,male,Banten,Kota Tangerang
20904,2020-01-01,Malika Mila Yuniar M.Ak,female,Jawa Tengah,Semarang
20999,2020-01-01,Septi Laksmiwati,female,Jawa Timur,surabaya
20870,2020-01-01,Kayla Laksmiwati,female,Jawa Barat,Kota Depok
20214,2020-01-01,Zelaya Yolanda,female,DKI Jakarta,Jakarta Barat
20627,2020-01-01,Wulan Vera Puspasari M.Ak,female,DKI Jakarta,Jakarta Pusat
20961,2020-01-01,Endah Kusmawati M.Pd,female,DKI Jakarta,Jakarta Utara
20971,2020-01-01,Victoria Wirda Suryatmi,female,Banten,Kota Tangerang
20042,2020-01-01,Hamima Usamah,female,DKI Jakarta,Jakarta Selatan
20921,2020-01-01,Uchita Aryani,female,DKI Jakarta,Jakarta Selatan
10192,2020-01-02,Jabal Pranowo,male,Jawa Barat,Kota Bogor
10312,2020-01-02,Pangeran Nyoman Maulana,male,DKI Jakarta,Jakarta Barat
10246,2020-01-02,Abyasa Wasita,male,DKI Jakarta,Jakarta Pusat
10336,2020-01-02,Agus Widodo,male,DKI Jakarta,Jakarta Pusat
10642,2020-01-02,Praba Wibowo,male,DKI Jakarta,Jakarta Pusat
20715,2020-01-02,Novi Ina Mandasari M.TI.,female,Jawa Barat,Bandung
20849,2020-01-02,Jane Vanesa Agustina S.IP,female,Jawa Timur,Surabaya
20884,2020-01-02,Paris Lailasari,female,Jawa Timur,Surabaya
20571,2020-01-02,Sarah Kusmawati,female,Jawa Barat,Kota Bekasi
20640,2020-01-02,Jasmin Mandasari M.M.,female,DKI Jakarta,South Jakarta
20873,2020-01-02,Cornelia Puspita,female,DKI Jakarta,Central Jakarta
10624,2020-01-03,Jarwi Mansur S.Psi,male,Jawa Tengah,Semarang
10332,2020-01-03,Dariati Kusumo,male,Jawa Barat,Kota Bekasi
10604,2020-01-03,Emong Sihombing M.M.,male,DKI Jakarta,Jakarta Utara
10032,2020-01-03,Galih Ramadan,male,Banten,Kota Tangerang
10644,2020-01-03,Danuja Wijaya,male,DKI Jakarta,Jakarta Selatan
10054,2020-01-03,Edi Prayoga,male,Banten,Tangerang Selatan
20987,2020-01-03,Usyi Uyainah,female,Jawa Timur,Surabaya
20546,2020-01-03,Carla Novitasari,female,Jawa Barat,Kota Depok
20668,2020-01-03,Tira Nuraini,female,DKI Jakarta,Jakarta Pusat
20596,2020-01-03,Septi Vivi Permata,female,DKI Jakarta,South Jakarta
20966,2020-01-03,Gina Hesti Handayani,female,DKI Jakarta,Central Jakarta
20647,2020-01-03,Ana Laksita S.I.Kom,female,DKI Jakarta,Jakarta Selatan
20636,2020-01-03,Ami Haryanti,female,Banten,Tangerang Selatan
10361,2020-01-04,Erik Marbun,male,Jawa Barat,Bandung
10305,2020-01-04,Kalim Winarno,male,Jawa Barat,Kota Bogor
10631,2020-01-04,Marwata Sihombing,male,DKI Jakarta,Jakarta Barat
10256,2020-01-04,Baktiadi Sitorus,male,DKI Jakarta,Jakarta Utara
10591,2020-01-04,Harjasa Darsirah Kuswoyo,male,Banten,Kota Tangerang
10579,2020-01-04,Elvin Hidayat,male,Banten,Tangerang Selatan
20679,2020-01-04,Safina Elma Zulaika,female,Jawa Barat,Bandung
20801,2020-01-04,Tantri Siska Safitri S.E.,female,Jawa Barat,Bandung
20889,2020-01-04,Padmi Aryani,female,Jawa Barat,Bandung
20587,2020-01-04,Amelia Nurdiyanti,female,Jawa Timur,surabaya
20264,2020-01-04,Humaira Uyainah,female,Jawa Barat,Kota Depok
20609,2020-01-04,Clara Purwanti,female,Jawa Barat,Kota Depok
20672,2020-01-04,Laras Rahmawati,female,Jawa Barat,Kota Bekasi
20804,2020-01-04,Maimunah Anastasia Andriani M.Ak,female,Jawa Barat,Kota Bekasi
20551,2020-01-04,Violet Puspasari,female,DKI Jakarta,Jakarta Barat
20441,2020-01-04,Suci Bella Utami,female,DKI Jakarta,South Jakarta
10429,2020-01-05,Nasim Sihotang,male,DKI Jakarta,Jakarta Barat
10676,2020-01-05,Gaman Wibowo,male,DKI Jakarta,South Jakarta
20306,2020-01-05,Najwa Kania Rahmawati,female,Jawa Barat,Bandung
20607,2020-01-05,Alika Aryani,female,Jawa Barat,Bandung
20977,2020-01-05,Nabila Sudiati,female,Jawa Tengah,Semarang
20688,2020-01-05,Kamila Lalita Nuraini S.Sos,female,Jawa Timur,Surabaya
20695,2020-01-05,Umi Suryatmi,female,Jawa Barat,Kota Bekasi
20726,2020-01-05,Elvina Usamah,female,Jawa Barat,Kota Bekasi
20199,2020-01-05,Tari Pratiwi,female,DKI Jakarta,Jakarta Barat
20248,2020-01-05,Raisa Mardhiyah,female,DKI Jakarta,Jakarta Timur
20843,2020-01-05,Kania Salsabila Handayani,female,DKI Jakarta,Jakarta Timur
20738,2020-01-05,Sarah Hassanah,female,DKI Jakarta,South Jakarta
20899,2020-01-05,Eli Halimah S.IP,female,DKI Jakarta,South Jakarta
20980,2020-01-05,Nadia Melani,female,DKI Jakarta,Central Jakarta
10597,2020-01-06,Raihan Warsa Nainggolan,male,Jawa Barat,Bandung
10398,2020-01-06,Prayitna Reksa Gunarto,male,Jawa Timur,Surabaya
10513,2020-01-06,Enteng Nababan,male,Jawa Timur,surabaya
10629,2020-01-06,Artanto Bala Permadi,male,DKI Jakarta,Jakarta Pusat
10664,2020-01-06,Mujur Mahendra,male,DKI Jakarta,Jakarta Utara
10645,2020-01-06,Gangsar Tamba,male,DKI Jakarta,South Jakarta
10135,2020-01-06,Dipa Prasasta,male,DKI Jakarta,Central Jakarta
10590,2020-01-06,Asirwada Asmuni Rajata,male,DKI Jakarta,Central Jakarta
10638,2020-01-06,Gadang Zulkarnain S.Sos,male,DKI Jakarta,Central Jakarta
20781,2020-01-06,Citra Hassanah M.Ak,female,Jawa Barat,Bandung
20880,2020-01-06,Anita Siska Permata,female,Jawa Tengah,Semarang
20841,2020-01-06,Paramita Suartini,female,Jawa Timur,Surabaya
20245,2020-01-06,Oni Nasyiah,female,Jawa Timur,surabaya
20454,2020-01-06,Hafshah Hasanah,female,Jawa Timur,surabaya
20263,2020-01-06,Ida Farida S.Gz,female,Jawa Barat,Kota Bogor
20616,2020-01-06,Uli Yuliarti,female,Jawa Barat,Kota Bogor
20877,2020-01-06,Clara Novitasari,female,Jawa Barat,Kota Depok
20168,2020-01-06,Amalia Pratiwi,female,DKI Jakarta,Jakarta Barat
20716,2020-01-06,Shania Agustina,female,DKI Jakarta,Jakarta Barat
20930,2020-01-06,Lalita Zaenab Hastuti S.Pd,female,DKI Jakarta,Jakarta Utara
20856,2020-01-06,Dinda Yuni Susanti,female,DKI Jakarta,South Jakarta
20140,2020-01-06,Ilsa Uyainah,female,Banten,Kota Tangerang
20568,2020-01-06,Siska Handayani M.Pd,female,DKI Jakarta,Jakarta Selatan
10486,2020-01-07,Oman Napitupulu,male,Jawa Barat,Kota Bekasi
10673,2020-01-07,Digdaya Irawan,male,Jawa Barat,Kota Bekasi
10414,2020-01-07,Bakiadi Hakim S.T.,male,Banten,Tangerang Selatan
20192,2020-01-07,Zamira Puspasari,female,Jawa Barat,Bandung
20611,2020-01-07,Zalindra Umi Widiastuti M.Farm,female,Jawa Barat,Bandung
20894,2020-01-07,Oliva Jelita Lestari M.M.,female,Jawa Barat,Kota Bekasi
20689,2020-01-07,Syahrini Zelaya Hasanah,female,Banten,Tangerang Selatan
10313,2020-01-08,Harimurti Kemba Mandala,male,Jawa Barat,Bandung
10485,2020-01-08,Hartaka Nababan S.IP,male,DKI Jakarta,Jakarta Barat
20567,2020-01-08,Vicky Wirda Kusmawati,female,Jawa Timur,Surabaya
20845,2020-01-08,Qori Namaga S.IP,female,DKI Jakarta,South Jakarta
10238,2020-01-09,Adinata Wibisono S.Pt,male,Jawa Timur,surabaya
10700,2020-01-09,Darijan Carub Hakim M.M.,male,DKI Jakarta,Jakarta Barat
10223,2020-01-09,Viman Uwais,male,DKI Jakarta,Jakarta Utara
20658,2020-01-09,Yulia Rina Laksita M.TI.,female,Jawa Timur,Surabaya
20755,2020-01-09,Ida Wahyuni,female,Jawa Barat,Kota Depok
20822,2020-01-09,Sakura Hartati,female,DKI Jakarta,Jakarta Timur
20691,2020-01-09,Raina Rahimah,female,DKI Jakarta,Jakarta Utara
20965,2020-01-09,Ika Nuraini M.Farm,female,DKI Jakarta,South Jakarta
10548,2020-01-10,Bagya Galih Santoso M.Pd,male,Jawa Timur,Surabaya
10440,2020-01-10,Rendy Winarno,male,Jawa Barat,Kota Bogor
10269,2020-01-10,Argono Mustofa,male,Jawa Barat,Kota Bekasi
10318,2020-01-10,Galuh Kusumo,male,DKI Jakarta,Jakarta Timur
10622,2020-01-10,Hasta Kuswoyo S.I.Kom,male,DKI Jakarta,Jakarta Utara
10686,2020-01-10,Eman Taufan Ardianto,male,Banten,Kota Tangerang
10410,2020-01-10,Perkasa Pradana,male,Banten,Tangerang Selatan
10452,2020-01-10,Kasusra Adikara Marbun S.Gz,male,Banten,Tangerang Selatan
20964,2020-01-10,Devi Safitri,female,Jawa Timur,Surabaya
20992,2020-01-10,Mutia Halimah,female,DKI Jakarta,Jakarta Barat
20574,2020-01-10,Chelsea Calista Suryatmi,female,DKI Jakarta,South Jakarta
20386,2020-01-10,Azalea Yuliarti,female,DKI Jakarta,Central Jakarta
10560,2020-01-11,Darmanto Pradipta,male,DKI Jakarta,Jakarta Selatan
10626,2020-01-11,Galur Mahfud Saefullah S.Kom,male,Banten,Tangerang Selatan
20887,2020-01-11,Ophelia Malika Farida,female,Jawa Tengah,Semarang
20809,2020-01-11,Jamalia Restu Hastuti S.E.,female,Jawa Timur,Surabaya
20297,2020-01-11,Sakura Jane Novitasari S.Pt,female,Jawa Barat,Kota Bogor
20188,2020-01-11,Amelia Rachel Nurdiyanti S.Sos,female,DKI Jakarta,Jakarta Barat
20664,2020-01-11,Ulya Namaga M.Pd,female,DKI Jakarta,Jakarta Timur
20991,2020-01-11,Salimah Ida Widiastuti,female,DKI Jakarta,Jakarta Utara
20203,2020-01-11,Lidya Nuraini,female,DKI Jakarta,Central Jakarta
20924,2020-01-11,Cici Rahmawati,female,DKI Jakarta,Central Jakarta
20981,2020-01-11,Cici Yolanda,female,DKI Jakarta,Central Jakarta
10471,2020-01-12,Opung Simbolon,male,Jawa Barat,Bandung
10514,2020-01-12,Ikhsan Putra,male,Jawa Timur,surabaya
10357,2020-01-12,Surya Pranowo,male,Jawa Barat,Kota Bekasi
20696,2020-01-12,Citra Farida,female,Jawa Barat,Kota Bekasi
20511,2020-01-12,Natalia Dian Namaga S.IP,female,DKI Jakarta,Jakarta Pusat
20917,2020-01-12,Hesti Melani S.Farm,female,DKI Jakarta,South Jakarta
20850,2020-01-12,Ayu Mandasari,female,DKI Jakarta,Central Jakarta
10208,2020-01-13,Harjaya Jaeman Hutagalung M.Pd,male,Jawa Timur,surabaya
10652,2020-01-13,Darsirah Sitorus,male,Jawa Barat,Kota Bekasi
10612,2020-01-13,Adinata Pranowo,male,DKI Jakarta,Jakarta Pusat
10466,2020-01-13,Vinsen Sakti Anggriawan S.Pd,male,Banten,Kota Tangerang
10606,2020-01-13,Irnanto Saefullah,male,DKI Jakarta,Central Jakarta
20953,2020-01-13,Titi Laksmiwati,female,Jawa Timur,surabaya
20736,2020-01-13,Wani Susanti,female,Jawa Barat,Kota Bogor
20432,2020-01-13,Ghaliyati Fujiati S.E.I,female,Jawa Barat,Kota Depok
20641,2020-01-13,Septi Rahayu S.Sos,female,DKI Jakarta,Jakarta Timur
20662,2020-01-13,Fitria Prastuti,female,Banten,Kota Tangerang
20637,2020-01-13,Gina Prastuti S.H.,female,DKI Jakarta,Central Jakarta
10380,2020-01-14,Viktor Iswahyudi M.M.,male,Jawa Barat,Bandung
10302,2020-01-14,Garan Santoso,male,Jawa Barat,Kota Bekasi
10536,2020-01-14,Gading Natsir,male,Jawa Barat,Kota Bekasi
10574,2020-01-14,Gamani Nashiruddin,male,DKI Jakarta,South Jakarta
10646,2020-01-14,Alambana Agus Saragih,male,DKI Jakarta,South Jakarta
10632,2020-01-14,Prayogo Latupono,male,DKI Jakarta,Central Jakarta
10407,2020-01-14,Luthfi Adriansyah S.Pd,male,DKI Jakarta,Jakarta Selatan
10586,2020-01-14,Jamal Agus Kurniawan,male,DKI Jakarta,Jakarta Selatan
10431,2020-01-14,Kacung Taufik Sinaga,male,Banten,Tangerang Selatan
10518,2020-01-14,Gantar Dongoran,male,Banten,Tangerang Selatan
20325,2020-01-14,Laras Mayasari,female,Jawa Timur,Surabaya
20577,2020-01-14,Ani Kania Padmasari S.H.,female,Jawa Barat,Kota Bogor
20883,2020-01-14,Eka Mardhiyah,female,Jawa Barat,Kota Depok
20450,2020-01-14,Yance Astuti,female,DKI Jakarta,Jakarta Barat
20210,2020-01-14,Hani Ida Hartati M.Kom.,female,DKI Jakarta,Jakarta Pusat
20084,2020-01-14,Indah Yolanda,female,Banten,Tangerang Selatan
20727,2020-01-14,Zamira Suartini,female,Banten,Tangerang Selatan
10111,2020-01-15,Yahya Kuswoyo S.Kom,male,Jawa Tengah,Semarang
10648,2020-01-15,Limar Adika Hutapea,male,Jawa Tengah,Semarang
10081,2020-01-15,Dirja Dirja Mahendra S.Kom,male,Jawa Timur,surabaya
10688,2020-01-15,Rudi Jayadi Maheswara,male,Jawa Timur,surabaya
